location,latitude,longitude
Terney,-17.3568079,30.1924282
"Near Juneau, Alaska",58.3019496,-134.419734
"Mactan Island, Philippines",10.2882756,123.9723977
"Cherkessk, Russia",44.2285229,42.048257
Ogden,41.2230048,-111.9738429
"Near Tshikapa, Congo",-6.6399269,20.5405413
Pampanga,15.0519635,120.6445398
"Campbell River, British Columbia, Canada",50.023071,-125.244153
"Kufstein, Austria",47.582996,12.1692134
Sondre Stromfjord,67.0086767,-50.6913356
Hudson,40.7381635,-74.0550731
Ust-Kut,56.7810026,105.7460255
"Near Al Fujayrah, United Arab Emirates",25.3367281,56.1727043
"Merida, Venezuela",8.5816963,-71.1658075
Kenya,1.4419683,38.4313975
"Bratislava, Slovakia",48.1516988,17.1093063
"Sola, Norway",58.8820822,5.3562542
Medellin - Quibdo,5.8498547,-76.0213354
"Off Wexford Harbor, Ireland",52.2497828,-6.341819
Spokane,47.6571934,-117.42351
"Timbuktu, Mali",16.7719091,-3.0087272
Tame,6.4615077,-71.7245069
Ashville,33.8369216,-86.2549799
Mokpo,34.7903335,126.3847547
"Linfen, China",36.229963,111.381767
"Horwich, Lancs, England",53.6010572,-2.556926
"Soldotna, Alaska",60.4847228,-151.065349
"Melbourne, Victoria, Australia",-37.9504939,145.3678563
"Near Boda, Russia",56.6851526,53.2818271
Melitopol,46.8467267,35.3827281
Al Arish,31.1515017,33.8310891
"Bucaramanga, Colombia",7.1669842,-73.1047294
"Hallo Bay, AK",58.4575,-154.0233333
"Karaj, Iran",35.8224892,50.9904681
"Near Canajoharie, New York",42.9056288,-74.5718073
"Bukoba, Tanzania",-1.3311508,31.8125605
"Near Gardez, Afghanistan",33.6014533,69.2235518
Perpignan,42.6985304,2.8953121
Tau Island,-14.2419897,-169.4645991
Bilbao,43.2630018,-2.9350039
"Island Beach, New Jersey",40.8893516,-74.4417456
"Albuquerque, NM",35.0841034,-106.650985
"Off Dalian, China",39.740278,122.255833
Tsingtao - Beijing,39.7453632,116.3320726
"Bagram Air Base, Afghanistan",34.9390767,69.2764727
"Vichy ,France",46.1239268,3.4203712
"Bafoussam, Cameroon",5.4758844,10.4217852
"Toronto, Ontario, Canada",43.6534817,-79.3839347
Bahia Negra,-20.2308712,-58.1690716
"Jacksonville, FL",30.3321838,-81.655651
"Vehari, Pakistan",30.0480417,72.3563519
Palanquero,5.4827786,-74.6569261
"Edison, New Jersey",40.518157,-74.4113926
"Near Baghran, Afghanistan",33.014064,65.042082
New Orleans - New York City,43.6777641,-79.5061378
Kunduz,40.0414056,36.2942632
"Lympne, England",51.0757824,1.0272519
"Puncak Jaya, Papua New Guinea",-4.0786047,137.1586126
"Prestwick, Ayrshire, Scotland",55.4982802,-4.6113017
"Off Boulogne-sur-Mer, France",50.7259985,1.6118771
"Near Bolivar, Venezuela",6.0383525,-63.4543944
Tortuguero,10.5420309,-83.5027623
"Midland, TX",31.83688,-102.0103767
"Maravatio, Mexico",19.8901452,-100.4532732
"Off Corsica, France",42.1880896,9.0684138
"Near Kanggye, North Korea",40.9659004,126.5975399
"Chernovo, Russia",56.2140064,28.5207381
Cracow,50.0469432,19.9971534
"Near Tbilisi, Georgia",41.6934591,44.8014495
Mazamari,-11.3288086,-74.5306852
"Leeville, LA",29.2504529,-90.2108072
"Omaha, NE",41.2587459,-95.9383758
Moscow,55.625578,37.6063916
Genoa,44.40726,8.9338624
"Blackbushe, UK",51.8771584,0.1781076
"Paranaque, Philippines",14.5008116,120.9915327
"London Heathrow, England",51.4677389,-0.4587801
"Near Nea Ankhialos, Greece",39.280167,22.8186102
Dar es Salaam,-6.8160837,39.2803583
"Zavkhan, Mongolia",48.2934284,96.4479958
"Bejing, China",40.190632,116.412144
Nicaragua,12.6090157,-85.2936911
"Swanage, England",50.6086976,-1.9571971
"Near Seoul, South Korea",37.5666791,126.9782914
"Near Placetas, Cuba",22.3140717,-79.653392
Chelan,47.8012197,-120.6276904
"Rennes, France",48.1113387,-1.6800198
"Near Atsugi, Japan",35.4429646,139.3625125
Kodinsk,58.6027015,99.1887515
"Dallas/Ft. Worth, Texas",32.8965194,-97.0465221
"Taichung, Taiwan",24.163162,120.6478282
San,7.0000085,-73.2500086
Aguascalientes,21.880487,-102.2967195
"Fuhlsbuttel, Germany",53.6323399,10.0233695
Davao,7.0648306,125.6080623
Kota Bharu,6.1247911,102.2378065
RAF Scampton,53.3070253,-0.5697878
"Las Cruces, New Mexico",32.3140354,-106.779807
Fort Wayne - Detroit,42.2976812,-83.0986713
"Mount Gambier, South Australia",-37.8301386,140.7842627
Cauayan,16.9335031,121.7743905
"San Juan, Puerto Rico",18.384239,-66.05344
"Valetta, Malta",35.8989979,14.5136607
"Saigon, Vietnam",10.7763897,106.7011391
"Near Kutaisa, Russia",53.0822148,136.8459137
Cork,51.8985136,-8.4726423
"Marga, Russia",54.599422,99.844017
Off Northern Germany,14.7413507,121.027194
Tshikapa,-6.6399269,20.5405413
Lucapa,-8.4195244,20.7410918
Astrakhan,46.3498308,48.0326203
Farewell,52.7024856,-1.8783731
Powell River - Toba Inlet,50.4068217,-124.6018424
"Elko, Nevada",41.1958128,-115.3272864
"Spokan, Washington",47.6571104,-117.2613936
Gwalior,26.2037247,78.1573628
Nouakchott,18.0792379,-15.9780071
"Mazamet, France",43.4902317,2.3764363
Old Providence,35.1304234,-80.7872928
Teran,35.6892523,51.3896004
"Near Tame, Colombia",6.4615077,-71.7245069
Perry Island,49.5491118,-54.2799881
"Manizales, Colombia",5.0743694,-75.5081167
"Hemkenrode, Germany",52.2276543,10.7060559
Hong Kong,22.350627,114.1849161
"Off Ko Phuket, Thailand",7.9790846,98.3355238
Krasnadar,45.0938555,39.0637936
Sochi,43.5854823,39.723109
Southampton,50.9025349,-1.404189
"Near Monroe, Michigan",41.9153358,-83.5135665
"Near Paramaribo, Surinam",5.8241764,-55.1662813
Los Negros Island,-2.0612945,147.3858001
"Ramsgate, England",51.3334726,1.4196476
"Uruapan, Mexico",19.4147269,-102.0522647
United States,39.7837304,-100.445882
Seymour Johnson,35.3451315,-77.9559553
San Antonio,29.4246002,-98.4951405
"Medford, NJ",39.9009472,-74.8234961
"Kinshasa, DR Congo",-4.3196982,15.3424196
Mineralnye Vody,44.2107377,43.134969
"Rio Cuarto, Argentina",-33.1237585,-64.3489782
Saratov,51.530018,46.034683
Nairobi,-1.3026148,36.828842
"Gallup, NM",35.5283506,-108.743907
Baku,40.3755885,49.8328009
"Mount Vernon, Ohio",40.3933956,-82.4857181
"Ft. Dix, NJ",40.0105355,-74.6247972
"Near Brest, France",48.3905283,-4.4860088
La Primavera - Puerto Carreno,6.1113332,-68.8107733
Zeya,53.7403584,127.2716246
"Williamsport, PA",41.2411556,-77.0011096
"Stalingrad, Russia",48.7081906,44.5153353
"Louisville, Kentucky",38.2542376,-85.759407
Ercan,40.9897605,28.9049975
Obock,11.9640149,43.292228
Ft. Lauderdale,26.1223084,-80.1433786
"Eugene, Oregon",44.0505054,-123.0950506
"Rockford, Illinois",42.2713945,-89.093966
"Hartford, CT",41.764582,-72.6908547
"Nassau, Bahamas",25.0782266,-77.3383438
Shreveport,32.5135356,-93.7477839
"Chicago, IL",41.8755616,-87.6244212
Nyaung-U,20.928028,95.167346
Catumbela,-12.4334253,13.543048
"Near Phoenix, Arizona",33.4484367,-112.074141
"Near Ipiales, Colombia",0.8236934,-77.6349296
"Villa Castelli, Argentina",-29.0163711,-68.2226439
Lihue,21.971865,-159.3526015
Broughton Island,67.5580224,-64.0168832
Medellín,6.2697324,-75.6025597
Simferopol,44.9521459,34.1024858
Rosario,-32.9593609,-60.6617024
Porto Alegre - Montevideo,-34.871682,-56.2599483
Mara Sika AS,41.1256666,42.1057332
"Off Montrose, Scotland",56.7114295,-2.4681544
Cebu - Tokyo,10.4994017,124.0311693
"Buenaventura Bay, Colombia",3.805,-77.2
"La Guardia Airport, Queens, New York",40.7757145,-73.873364
Red River delta,20.4929571,106.5838976
Beni,-14.0,-65.0
"Langeoog, Germany",53.7408705,7.4859169
"Grand Canyon, Arizona",36.0980405,-112.0962787
Puerto Ordaz,8.2750351,-62.7558263
"Oklahoma City, Oklahoma",35.4729886,-97.5170536
"Near Mandalay, Myanmar",21.9596834,96.0948743
Suva-Nausori,-18.1352015,178.4249229
Carajas,-4.5658733,-50.2776717
"Near Irumu, Congo",1.2701851,30.0166393
"Near Mt. Hymettus, Greece",37.9939538,23.8253364
San Giusto,45.6470741,13.773402
"Gulfport, Mississippi",30.3674198,-89.0928155
Odessa,46.4843023,30.7322878
"Kulusuk, Greenland",65.5518396,-37.116877
"Near Rimini, Italy",43.9465433,12.630749
Bayou Penchant,29.498061,-91.0498075
"Aguelhok, Mali",19.4641919,0.8573623
"Ouagadougou, Burkina Faso",12.3681873,-1.5270944
Kuwait  IA,35.5284054,35.7902779
"Marianna, Florida",30.7743596,-85.2268735
"Off San Clemente Island, California",32.9182018,-118.5098651
"Near Villahermosa, Mexico",17.9884657,-92.9366326
Albuquerque,35.0841034,-106.650985
Santo Domingo,18.4801972,-69.942111
"Near Eglisau, Switzerland",47.5733207,8.5239827
"Near Gander, Newfoundland, Canada",48.9592291,-54.6187879
Bagram,34.9333734,69.2341077
"Near Huambo, Angola",-12.7772455,15.7346713
Guanambi,-14.223066,-42.779943
"Hertfordshire, England",51.8400523,-0.0978552
Alexandria,44.8349533,8.7450304
Morelia,19.6546004,-101.2623797
"Near Malambo, Colombia",10.8653387,-74.7746194
Aberdeen,57.1482429,-2.0928095
Yangon,16.7967129,96.1609916
"Gainsville, Florida",29.6194176,-82.3601179
"Adraskan district, Afghanistan",33.705406,61.995481
"Near Digne-Les-Bains, France",44.0918144,6.2351431
TerhanI,42.421033,21.0982043
"Near Naga, Philippines",13.6240122,123.1850318
El Obeid,13.183366,30.222559
Horn Island,-10.6061881,142.2810533
Darwin,-12.46044,130.8410469
"Shannon, Ireland",53.1349614,-8.1611027
Sucre,-19.0477251,-65.2594306
Semipalatinsk,50.4067378,80.2502824
St. Petersburgh,51.5104977,-0.1903925
Santa Monica,34.0194704,-118.491227
San Jose,37.3361663,-121.890591
Sebha,26.9956212,15.1065417
"Wyndham, Australia",-15.4867977,128.1236196
Sao Gabriel,-30.334214,-54.3227149
"Balmaceda, Argentina",-31.5781575,-68.5076546
Cebu,10.47,123.83
"Grandby, CO",39.0722642,-108.4534986
"Madh Island, India",19.1979362,72.8002494
"Near Quirindi, Australia",-31.5021772,150.6804062
"Off Larache, Morocco",35.1952327,-6.152913
"Changchun, China",43.8844201,125.3180998
"Capri Island, Italy",40.5488429,14.2283708
London,51.5074456,-0.1277653
Smithers,54.7792074,-127.1760991
Lismore - Brisbane,-27.5860266,153.014276
"Avalon, CA",33.34221,-118.3272612
"Mount Gannett, Alaska",61.242416,-148.1972325
"Morris, MN",45.586072,-95.913941
Neuquen,-38.3695057,-69.832275
Beijing,40.190632,116.412144
Kassala,15.452011,36.3770699
"Mount Carmel, Pennsylvania",40.7968393,-76.4131097
Cheju,22.1996436,112.701568
Khoram,32.6929487,51.701009
Ban Me,18.5726764,105.0065037
"Kaduna, Nigeria",10.5182899,7.4359863
Caracas,10.5060934,-66.9146008
"Kewanee, Illinois",41.2455927,-89.9248303
"Larnaca, Cyprus",34.9236095,33.6236184
West Palm Beach,26.715364,-80.0532942
St. Petersburg,59.938732,30.316229
"Saratov, Russia",51.530018,46.034683
Cardenas - Michoacan,20.548958,-97.457244
"Near Junnar, Maharashtra, India",19.2094471,73.8771937
"Korat ,Thailand",14.9747339,102.0981161
"Mayfield, Kentucky",36.7413624,-88.6352595
Port Harcourt,4.7676576,7.0188527
Godthab,64.1766835,-51.7359356
Oklahoma City,35.4729886,-97.5170536
Baltimore - Miami,39.3239967,-76.6935997
Kandahar,31.6205738,65.7157573
Sandy Lake,41.3486674,-80.0822822
"Off Mauritius, Indian Ocean",-20.2680923,57.3852004
"Griffin, Georgia",33.2467807,-84.2640904
Yogyakarta,-7.8012646,110.3646857
"Near Billings, Montana",45.7874957,-108.49607
"Flint, Michigan",43.0161693,-83.6900211
Salto-Nueva Hesperides,-31.4399904,-57.9868083
Nepalganj,28.058903,81.625847
"San Ramon, California",37.7648021,-121.9544387
"Near Beziers, France",43.3426562,3.2131307
Troy,42.7284117,-73.6917878
Volgograd,48.7081906,44.5153353
"Serawak, Malaysia",3.2106046,101.7491114
Azores,37.8085564,-25.4731374
Honolulu,21.304547,-157.855676
"Fort Wayne, Indiana",41.0799898,-85.1386015
"Ameur el Ain, Algeria",36.5939375,3.91993
"Linneus, Maine",46.0386716,-67.959596
"Near Trevelez, Granada, Spain",37.0023983,-3.2665989
Patuxent River NAS,38.2845482,-76.4097702
"Sulawesi, Indonesia",-1.0074826,121.4798411
"Vasco, India",15.398403,73.8129178
"Near Lima, Peru",-12.0621065,-77.0365256
Baguio,16.4119905,120.5933719
Atlantic Ocean,13.581921,-38.320312
"Wichita Falls, TX",33.9004572,-98.5020777
"Lake Victoria, Uganda",0.2610852,32.6448845
"Lake Michigan, near Chicago, Illinois",41.8911044,-87.6060944
Porlamar,10.9635839,-63.8464509
Gulf of Finland,59.8737114,26.3230491
"Utica, New York",43.1009031,-75.2326641
Kalmunai,7.4131557,81.8269327
"Hanalei, Hawaii",22.2029937,-159.4956949
M'Banza,-6.2678204,14.2417957
"Near Asmara, Ethiopia",11.244962,41.5444484
Loring AFB,46.9496653,-67.8927389
"Yali, Colombia",6.675426,-74.84226
"Cheju, South Korea",33.4887737,126.4987083
Farnborough,51.2918693,-0.7539836
Fort Franklin,65.1851519,-123.420944
"Near Dushanbe, Russia",38.5591202,68.8000094
"Near Tsinan, China",36.6519754,117.1138479
Baia Mare,47.6565584,23.5719843
Saint Johns - Rapid City,44.0984551,-103.2382719
"Kunming, China",25.0363006,102.7086139
Chachapoyas,-6.3718272,-77.8093378
"Temora, Australia",-34.3830356,147.468586
"Flamanville, France",49.6348243,0.839636
"Off Hainan Island, China",19.1602864,109.6288914
Port Etienne,20.9127045,-17.0503094
"Las Vegas, NV",36.171697,-115.1463536
"Gore, Ethiopia",8.1525979,35.5371154
Himalayas,27.985688,86.9163367
Pakse,15.1154053,105.8271566
"Near Luang Prabang, Laos",19.8887438,102.135898
Chengdu,30.6598628,104.0633717
Denver - Milwaukee,43.031823,-87.9085086
"Near Dingxi, China",35.1773165,104.59362
"East Granby, Connecticut",41.9412081,-72.7273158
"Pensacola, Florida",30.421309,-87.2169149
"Decoto, California",37.6025883,-122.0214108
Myrtle Beach,33.6956461,-78.8900409
"Ramos Arizpe, Mexico",25.9234599,-101.3128597
Central Mozambique,-13.9618072,33.7878149
"Goroka, Papua New Guinea",-6.0730028,145.3932891
Auckland,-36.852095,174.7631803
"Skilak Lake, Alaska",60.4286694,-150.3746846
"Near Zavitinsk, Russia",50.111154,129.4402341
"Near Turin, Italy",45.0677551,7.6824892
Londrina - Sao Palo,-23.6916604,-46.5861666
"Delhi,  India",28.6273928,77.1716954
Barcelona,41.3825802,2.177073
Ennadai Lake,60.9124163,-101.1702239
Hassani,36.7296231,3.1748619
"Near Maribor, Slovenia",46.5576439,15.6455854
"Batagay, Russia",67.654907,134.635071
Penang,5.4065013,100.2559077
"Munich, Germany",48.1371079,11.5753822
"Near Brazzaville, Congo",-4.2694407,15.2712256
"Franz Josef Glacier, New Zealand",-43.4757369,170.198137
"Mt. Vesuvius, Italy",40.8213963,14.4261967
"New Orleans, Louisiana",29.9759983,-90.0782127
"Budapest, Hungary",47.4813896,19.1460941
"Denver - Logan, Utah",39.6501105,-105.0517318
Charlotte,35.2272086,-80.8430827
"Vieques, Puerto Rico",18.1215622,-65.457464
"Kotzebue, Alaska",66.8982057,-162.5977621
"Trinity Bay, Newfoundland, Canada",48.0493796,-53.4058945
Kosice,50.1797445,15.5349958
"Billings, Montana",45.7874957,-108.49607
Cleveland - Chicago,41.9104016,-87.6414062
"Magong, Taiwan",23.5663766,119.5784885
"Santiago de Chile, Chile",-33.4377756,-70.6504502
"Ban Napa, Laos",19.5908178,103.6609889
"Almeria, Spain",36.8414197,-2.4628135
"Passo Fundo, Brazil",-28.2550598,-52.3966606
Daytona,17.9530185,-76.9182383
"Off Pensacola, Florida",30.421309,-87.2169149
"Jolo, Philippines",6.0531173,121.0007633
Anadyr,64.7316875,177.5060925
"Near Salvador, Brazil",-12.9822499,-38.4812772
"Charlottsville, VA",40.6448607,-78.2768263
"Orizaba, Mexico",18.8497366,-97.1060062
"Near Dijon, France",47.3215806,5.0414701
"Near Winona, Minnesota",44.0500054,-91.6392294
Mexico,23.6585116,-102.0077097
Torino,45.0677551,7.6824892
"Ozamis City, Philippines",8.3827839,123.8379081
Los Angeles,34.0536909,-118.242766
Kalibo,11.7088966,122.3640225
"Monrovia, Liberia",6.328034,-10.797788
"Huangtian, China",30.4615043,118.496642
Vinnitsa,49.2320162,28.467975
Masamba,-11.6455126,27.4220854
"Susanville, CA",40.4162842,-120.653006
"Off Panay Island, Philippines",13.9638816,124.3363226
"Off Bandra, Maharashtra, India",19.0549792,72.8402203
Penticton,49.5003268,-119.593249
Porto Velho,-8.7494525,-63.8735438
"Roselawn, Indiana",41.151458,-87.2856621
Bulchi,36.0247455,74.5486934
Lvov,49.841952,24.0315921
"Igarka, Russia",67.4566185,86.5308425
"Hrabove, Ukraine",48.1482659,38.6482653
"Carbondale, IL",37.7274692,-89.216655
"Blountville, TN",36.5331586,-82.326806
"Cerro el Planchon, Chile",-37.0068109,-71.6179097
"Grand Canyon, AZ",36.0980405,-112.0962787
"Urumqi, China",43.8244074,87.6139038
Kokoda,-8.8783894,147.7365453
Minola,44.9636934,-93.2737742
Lyon,45.7578137,4.8320114
Talang Betutu,-2.9419703,104.6688562
"Near Tourane, South Vietnam",16.0323803,108.1146683
"Near Picinisco, Italy",41.6462629,13.8677827
"Near Salto, Uruguay",-31.38889,-57.9608876
"Rawalpindi, India",31.2873363,75.792424
"Near Niles, California",37.5781419,-121.9804698
"Billings, WY",45.7459162,-108.6000141
"Aurangabad, India",24.80332,84.4110198
Eugene Island,29.3868408,-91.3835185
"Ste. Therese de Blainville, Canada",45.6342923,-73.8362379
Luepa,5.75233,-61.5147954
Haamstede,51.6974872,3.7433719
Cranbrook,49.5107477,-115.7672772
"Macon, GA",32.8406946,-83.6324022
"Near Luneville, France",48.5916164,6.4919563
Cuito,-12.3831319,16.9425484
"Near Buca, Cameroon",2.9174543,11.1537086
"Valley, Nebraska",41.5595723,-98.9805484
"El Centro, CA",32.792,-115.563051
"Amsterdam, Netherlands",52.3730796,4.8924534
"Carmel, New York",41.4266361,-73.6788272
Hydaburg,55.2074734,-132.8276574
Bima,-8.5647631,118.762474
Mannheim,49.4892913,8.4673098
"Owasso, Oklahoma",36.2659698,-95.8548557
Kota Baru,-2.7951096,115.9712548
"Tehran, Iran",35.6892523,51.3896004
"Santiago, Chile",-33.4377756,-70.6504502
"Anchor Point, Alaska",59.7683285,-151.6770193
New Orleans AP,29.9759983,-90.0782127
"Novgorod, Russia",58.5209862,31.2757862
Pisa - Rome,41.7847135,12.3509667
Puerto Asis,0.4979751,-76.4951418
"Near Yelizovo, Russia",53.1864972,158.3836712
Missoula,46.8701049,-113.995267
"Edgerton, Ohio",41.4487184,-84.7480385
Samarkand,39.6550017,66.9756954
"Near Tisbury, England",51.0626977,-2.0643694
"Foynes, Ireland",52.6111406,-9.1109507
"Riberalta, Bolivia",-10.997342,-66.0751504
"Bluff Mountain, Washington",45.7422174,-122.1909475
da Nang,16.068,108.212
"Villacoublay, France",48.7809496,2.1900052
Cincinnati - Florence,39.0499064,-84.6651575
Burbank - New York City,40.5737728,-74.1111788
"New York, NY",40.7127281,-74.0060152
Surgut,61.254032,73.3964
"Near El Quweira, Jordan",29.8,35.316667
"Near Prahuaniyeu, Argentina",-41.338178,-67.9050532
"Near Lisbon, Portugal",38.7077507,-9.1365919
Madagascar,-18.9249604,46.4416422
Quibdo,5.6923407,-76.6583801
Ononge,-8.6731495,147.262127
Bovingdon,51.7234367,-0.5327056
"Boca Raton, Florida",26.3586885,-80.0830984
Minsk,53.9024716,27.5618225
"Leopoldville, Democratic Republic of the Congo",-4.3217055,15.3125974
"Hideaway Park, Colorado",39.9203959,-105.7843208
Iquitos,-3.749365,-73.2444145
"Philadelphia, PA",39.9527237,-75.1635262
"Burbank, California",34.1812089,-118.307201
Madurai,9.9261153,78.1140983
Kailahun,8.2820297,-10.5551953
"Near Gelendzhik, USSR",44.5596261,38.0795853
"Compton, California",33.894927,-118.226624
"Pointe-Noire, Congo",-4.7975373,11.8503297
"Near Sandoway, Burma",18.4664443,94.3668616
"Hurst, Kent, England",51.1818659,0.9838183
"Bridgeport, Texas",33.2101155,-97.7547552
"Near Kafountine, Senegal",12.927555,-16.736405
Phnom Penh,11.5730391,104.857807
"Aurora, Illinois",41.7571701,-88.3147539
Los Angeles \  Los Angeles - Fresno,19.1091773,-98.2228906
Rijeka,45.3267976,14.442208
"Near Agadir, Morocco",30.4205162,-9.5838532
Yellowknife,62.4540807,-114.377385
"Orleans, Ontario, Canada",45.4068372,-75.5274568
"Svetlogorsk, Russia",54.9417552,20.1550863
Russia,64.6863136,97.7453061
Chicago - Milwaukee,41.8961616,-87.6557478
"Near La Macarena, Colombia",2.1833828,-73.7857879
Lae,-6.7301976,147.0008109
"Off Matsuyama, Japan",33.8395188,132.7653521
Seward,37.1850331,-100.8928434
"Little Rock, Arkansas",34.7465071,-92.2896267
"Akron, Ohio",41.083064,-81.518485
"Near Fairchild AFB, Washington",47.6160847,-117.6469995
North Pacific Ocean,30.0,-170.0
Kelowna,49.8879177,-119.495902
"Anchorage, Alaska",61.2163129,-149.894852
"Saint Louis, Illinois",38.5919615,-90.2222454
St. Johns,17.1184569,-61.8448509
"Near Chicago, Illinois",41.8755616,-87.6244212
"Near New Bern, North Carolina",35.1084931,-77.0441143
Guadeloupe,16.2528827,-61.5686855
"Sharm el Sheikh, Egypt",27.8644422,34.295447
"Preobrazhenka, Ukraine",48.1152056,36.9794555
"Mt. Crezzo, Italy",45.8992118,9.2832264
"Port-au-Prince, Haiti",18.547327,-72.3395928
"Basel, Switzerland",47.5581077,7.5878261
"Tarbert, England",51.4572148,-0.0806944
Papeete,-17.5373835,-149.5659964
Soddu,8.9,36.93333
"Baracoa, Cuba",20.3477869,-74.4968647
"Near Tal Afar, Iraq",36.3740434,42.4434793
"Lakeland, Florida",28.0394654,-81.9498042
"Malemba Nkulu, DR Congo",-8.0413219,26.7909208
"Near Aarsele, West Vlaanderen, Belgium",50.9845,3.4185022
Dum Dum,22.6520597,88.4360417
Bordeaux,44.841225,-0.5800364
"Charlottetown, PE, Canada",46.234953,-63.132935
"Regina, Saskatchewan, Canada",50.4479733,-104.6158764
"Fort Myers,FL",26.640628,-81.8723084
"Lubbock, TX",33.5855677,-101.8470215
"Myrtle Beach, North Carolina",34.4987347,-79.3079337
Luganville,-15.5121107,167.1784414
"Horn Island, Queensland, Australia",-10.6061881,142.2810533
Chunking,-20.4189204,118.6083298
Managua,12.1544035,-86.2737642
Yaoundé-Nsimalen,3.7250105,11.552144
Rosario - Corrientes,-27.5075376,-58.5480823
"Jebel Marra, Sudan",13.166667,24.366667
Captain Alvarino,-8.3839342,-74.5420041
Yauarete,0.6028876,-69.1881623
"Dalang, Sudan",12.0315831,29.6516649
Colon,41.2974531,-96.6094912
Bear Lodge,44.5906121,-104.715103
Vietnam,15.9266657,107.9650855
"Chitose, Japan",42.8209335,141.6509612
Moscow.,55.625578,37.6063916
"El Centro, California",32.792,-115.563051
"Off Curacao, Netherlands Antilles",12.1845,-68.6607923
Brindisi,40.6358599,17.6884975
Sittwe,20.139197,92.8970859
Toulouse,43.6044622,1.4442469
"Near Guelmim, Morocco",28.9863852,-10.0574351
Horta,38.5795831,-28.7096295
Gander,48.9592291,-54.6187879
"Off Marina del Rey, California",33.9776848,-118.448647
Camp Grande,-22.9024068,-43.2420144
Khovu-Aksy,51.131943,93.715744
"Cajon Pass, California",34.3252897,-117.4286824
"Ogden, UT",41.2230048,-111.9738429
"Chimborazo, Ecuador",-1.9262626,-78.7297799
"Gauhati, India",26.1805978,91.753943
Warsaw,52.2337172,21.0714322
"Off Kota Kinabalu, Malaysia",5.9780066,116.0728988
Ciudad Bolívar,8.1028532,-63.5469562
Ontario,50.000678,-86.000977
"Pian Giacomo, Switzerland",46.4203657,9.2269445
Atlantic City,39.3642852,-74.4229351
"Salasaca, Ecuador",-1.3175652,-78.5766165
Stansted,51.8869652,0.2441929
"Mt. Kilimanjaro, Kenya",-1.2978431,36.8149854
Incirlik,37.9271823,41.5171742
Calama,-22.4623917,-68.9272181
"Off Davao, Philippines",7.0648306,125.6080623
Maputo,-25.966213,32.56745
Zaragoza,41.6521342,-0.8809428
Bagdogra,26.6981094,88.3245465
"Bodensee, Switzerland",47.5187355,9.5077212
"Malanje, Angola",-9.535332,16.9364293
"Off Bombay, India",19.054999,72.8692035
"Near Srbská Kamenice, Czech Republic",50.8201997,14.3524436
"Near Galax, Virginia",36.6612387,-80.9239671
"Near Alcoche, Bolivia",-15.7510901,-67.6748068
"Calapan, Philippines",13.4145513,121.179543
"Nulato, AK",64.7194444,-158.1030556
Blenheim,-41.5118691,173.9545856
Carswell,37.4395585,-81.5087157
"Vancouver, BC, Canada",49.2608724,-123.113952
"Near Baguio, Philippines",16.4119905,120.5933719
Bandung,-6.9218457,107.6070833
Santiago,9.8694792,-83.7980749
Port Meunier,44.8437309,-0.5868772
"Hollywood, South Carolina",32.7343442,-80.2417651
Ust Ilimsk,57.959473,102.734192
Whitehorse,60.721571,-135.054932
"San Cristobal de las Casas, Mexico",16.735377,-92.63873
Santiago de Compostella,42.8804219,-8.5458608
"Ubatuba, Brazil",-23.433162,-45.083415
Helena,46.5927425,-112.036277
Birmingham,52.4796992,-1.9026911
"San Antonio, Texas",29.4246002,-98.4951405
"Lumbo, Mozambique",-15.0193104,40.667623
"Near Wilkes-Barre, Pennsylvania",41.2464824,-75.8817316
Toul,48.6762624,5.8941759
"Geilenkirchen, Germany",50.963605,6.1199802
Amsterdam,52.3730796,4.8924534
"Shemya AFB, Alaska",52.7227455,174.1003202
"Cooper Lake, Ontario, Canada",45.3429231,-79.0070901
Lilongwe,-13.9875107,33.768144
"Pago Pago, U.S. Samoa",-14.273456,-170.701868
"Okinawa, Japan",26.5707754,128.0255901
"Near Visina, Romania",43.8661105,24.4534273
"Cubatao, Brazil",-23.8857982,-46.4241869
"Mt. Macedon, Australia",-37.3902615,144.5907413
"Near Xi'an, China",34.261004,108.9423363
Oita,33.2393864,131.6096524
"Sena, Mozambique",-17.445439,35.029225
"Fort Lewis, WA",47.1086912,-122.554979
Alma-Ata,43.2363924,76.9457275
"Alexandria, Egypt",31.1991806,29.8951716
Egypt,26.2540493,29.2675469
"Richmond, Virginia",37.5385087,-77.43428
San Fransisco,7.9075749,123.4845404
Karshi,38.839824,65.7927794
Fort Norman,64.9019115,-125.5719263
"Kurupung, Guyana",6.2465363,-60.1415786
"Lensk, Russia",60.7145488,114.9172123
"Ilaga, Indonesia",-3.9746136,137.6404363
"Near Uvira, Zaire",-3.4055866,29.1375509
"Zeleznogorsk, Russian",52.3287909,35.376691
Uvira,-3.4055866,29.1375509
"Near Kopinang, Guyana",5.0020846,-59.8160036
"Resolute Bay, Nunavut, Canada",74.67912,-94.842251
Oklahoma,34.9550817,-97.2684063
Chabua,27.5595691,95.1467934
"N'Djamena, Chad",12.1191543,15.0502758
"Nanga Pinoh, Indonesia",-0.3316049,111.7370026
Thessaloniki,40.6403167,22.9352716
"Near Curitiba, Brazil",-25.4295963,-49.2712724
Ribeirao Preto,-21.1776315,-47.8100983
Minatitlán - Villahermosa,17.9998309,-94.5203898
"Near Falls City, Nebraska",40.0608352,-95.6019294
